strategy,universe,hit_ratio,risk_reward,avg_gain,avg_loss,max_gain,max_loss,buys,sells,trades,N,expectancy,profit_factor
spinning_top,"""LC1""",18.454815356057175,0.5189226593677443,16.74205786903806,22.060296029362554,48.013514369314194,-53.21529589026518,3.495274102079395,3.5349716446124764,6.4593572778827975,529,1761.4359924768657,663.6537319970823
spinning_top,"""LC2""",22.0897760447814,0.6346997986742908,10.259275542249425,11.835706715107225,32.40968220810493,-39.898729474882686,5.826923076923077,5.846153846153846,10.972527472527473,364,1048.9316318247043,538.8965132951087
inside_up_down,"""LC1""",23.952350187357766,0.6461590628572179,78125.8148902724,35349.914544397245,181556.1145900431,-73729.96029698581,0.0,18.351606805293006,17.565217391304348,529,7184507.656450061,522.044047545512
tower,"""LC1""",28.19933923788511,0.8874352992611723,11018.490120945424,48679.59790033695,39474.34813818844,-723705.445841746,54.18525519848771,0.0,53.28733459357278,529,1404348.2791475554,486.39329391879943
trend_fol_3candle_ma,"""LC1""",32.11186798643644,0.533177989216409,8907.638220222907,21088.602124374196,100043.7375117671,-111668.20267454762,90.96219281663517,59.84499054820416,149.3289224952741,529,2267816.409767742,448.3068537734194
slingshot,"""LC2""",62.291413562017965,7.35163545798458,19.395437358636517,8.771380750872037,41.54923534105741,-11.416710529722808,6.521978021978022,0.013736263736263736,3.980769230769231,364,1367.6058372430725,439.2383041000086
three_candles,"""LC1""",30.749844906231367,0.6636738142680202,11737.879543325675,28451.156966456754,272348.3698383113,-185101.05156922215,118.29867674858222,104.95274102079395,221.24385633270322,529,2783801.957007241,435.22063775893645
inside_up_down,"""LC2""",30.931433398513168,0.4630249609893355,13.287539387543788,20.29938103435081,36.55249780686674,-55.277907376101304,0.0,26.95054945054945,25.92032967032967,364,1352.1125625557095,337.9728040876565
tower,"""LC2""",39.299530171580884,1.013886590022584,16.888798688715813,12.575554284430847,50.92179560605547,-36.412859807546965,77.00824175824175,0.0,75.82967032967034,364,1251.905754552143,330.51531748902175
shrinking,"""LC2""",44.215167329259124,2.473316434485901,16.85313766576425,14.488371043930051,26.85623600639341,-21.918697861186818,2.8516483516483517,2.802197802197802,3.1346153846153846,364,1211.7849261691713,330.2975095985696
pattern_hammer,"""LC2""",34.72020240357023,0.7961397368279192,0.4899382199442109,0.45803271625167913,4.3216430193670305,-4.147246632056042,71.64285714285714,83.31593406593407,121.01098901098901,364,36.32495910158299,324.6536534947443
tweezers,"""LC2""",33.957901207509,0.7018381469895534,2.07811403826564,2.3379405595803298,31.744531647831028,-36.09991661743734,159.90934065934067,186.73901098901098,342.0164835164835,364,214.0325779121679,319.0615426833114
trend_fol_3candle_ma,"""LC2""",39.78451853081576,0.5073411022941767,8.987308250146297,13.530429964715752,35.758588401922,-45.7067780139618,134.17307692307693,81.63186813186813,213.86813186813185,364,1137.2670090288225,302.5883611506915
three_methods,"""LC2""",41.26780957138098,1.3187774144629327,11.286302075175314,18.463668073502706,18.530845947860165,-30.034009472308522,2.5054945054945055,2.9945054945054945,3.068681318681319,364,924.2506327149703,293.12470570920516
three_candles,"""LC2""",37.3679841425533,0.6204395147261116,9.01660317720203,11.14776057397911,38.620084815813186,-40.605380433315645,171.24175824175825,147.51923076923077,316.1978021978022,364,939.9425613932015,283.3454548503666
contrarian_barrier_rsi_atr,"""LC1""",34.4355948609257,1.0901962494253707,460688.45295902784,19.47982525553241,460709.5270045029,-31.554082161513627,1.111531190926276,4.7315689981096405,3.7996219281663515,529,1675.0960443409556,282.585920810555
tweezers,"""LC1""",37.6575297590571,0.8193371306646972,4.8506444506154445,3.348634628577685,68.60748719312214,-40.06805623210684,153.296786389414,170.14555765595463,318.88846880907374,529,374.46987942995577,248.19641789993292
pattern_hammer,"""LC1""",39.26169218878663,1.1651309952664888,50285.016104846254,114052.47715362984,241297.15998529582,-947593.0257942819,61.25897920604915,59.907372400756145,101.41587901701324,529,8313981.101202703,231.6605504790119
pattern_marubozu,"""LC2""",52.95592169768627,1.6723635670549366,2.068864643776512,0.9838715254450926,22.587657279441224,-10.596276324089564,160.97802197802199,1.0302197802197801,147.73076923076923,364,152.93450174538975,228.9047712892524
hammer,"""LC1""",41.011185933010815,0.9796327470684301,128654.86148604196,12088.706939457858,128707.98421354435,-12225.418589497527,101.6805293005671,87.81285444234405,185.91682419659736,529,7024832.9517568005,203.13867033341324
contrarian_barrier_rsi_atr,"""LC2""",34.28908469430451,0.7790789536514476,14.104402120446483,20.943536804291927,22.244246754332398,-42.13775246896238,1.3516483516483517,5.368131868131868,4.291208791208791,364,1149.6537674531705,157.16186590779648
pattern_marubozu,"""LC1""",51.76146745756575,1.4755346335234756,108483.07496322152,144384.366696492,1056971.805682658,-919062.6742037231,170.21361058601136,0.8412098298676749,156.4102079395085,529,13163632.077583876,155.84964017407216
donchian_indicator,"""LC2""",88.59501239309438,12.702551678639718,4.004984079069612,1.1270933323736665,43.21425045167036,-4.379164096103571,39.760989010989015,39.532967032967036,75.58791208791209,364,445.8390703031125,88.34888126255481
adx_indicator,"""LC2""",56.164638828554935,3.4042757468695743,13.783281381549584,16.950361459261813,45.19059156883516,-50.59858890272144,11.153846153846153,6.074175824175824,14.692307692307692,364,1645.5559095497763,86.70594975834534
hammer,"""LC2""",47.20072141050592,1.2039955395850508,6.7642699975556635,6.636424751441987,39.67568719128733,-41.81545280510219,124.06318681318682,106.19505494505495,225.92307692307693,364,642.6292528473876,78.20444247168092
