Date,Open,High,Low,Close,Range,lag_Close,ret_1d,ret_20d,long,short,signal,cumsum,position
2012-05-18T00:00:00.000000000-0400,42.04999923706055,45.0,38.0,38.22999954223633,7.0,,,,0,0,0,0,0
2012-05-21T00:00:00.000000000-0400,36.529998779296875,36.65999984741211,33.0,34.029998779296875,3.6599998474121094,38.22999954223633,-0.10986138669186518,,0,0,0,0,0
2012-05-22T00:00:00.000000000-0400,32.61000061035156,33.59000015258789,30.940000534057617,31.0,2.6499996185302734,34.029998779296875,-0.0890390504844879,,0,0,0,0,0
2012-05-23T00:00:00.000000000-0400,31.3700008392334,32.5,31.360000610351562,32.0,1.1399993896484375,31.0,0.032258064516129004,,0,0,0,0,0
2012-05-24T00:00:00.000000000-0400,32.95000076293945,33.209999084472656,31.770000457763672,33.029998779296875,1.4399986267089844,32.0,0.032187461853027344,,0,0,0,0,0
2012-05-25T00:00:00.000000000-0400,32.900001525878906,32.95000076293945,31.110000610351562,31.90999984741211,1.8400001525878906,33.029998779296875,-0.033908536883954676,,0,0,0,0,0
2012-05-29T00:00:00.000000000-0400,31.479999542236328,31.690000534057617,28.649999618530273,28.84000015258789,3.0400009155273438,31.90999984741211,-0.09620807613614557,,0,0,0,0,0
2012-05-30T00:00:00.000000000-0400,28.700000762939453,29.549999237060547,27.860000610351562,28.190000534057617,1.6899986267089844,28.84000015258789,-0.022538128123828938,,0,0,0,0,0
2012-05-31T00:00:00.000000000-0400,28.549999237060547,29.670000076293945,26.829999923706055,29.600000381469727,2.8400001525878906,28.190000534057617,0.05001773042567437,,0,0,0,0,0
2012-06-01T00:00:00.000000000-0400,28.889999389648438,29.149999618530273,27.389999389648438,27.719999313354492,1.760000228881836,29.600000381469727,-0.06351354877995741,,0,0,0,0,0
2012-06-04T00:00:00.000000000-0400,27.200000762939453,27.649999618530273,26.440000534057617,26.899999618530273,1.2099990844726562,27.719999313354492,-0.029581519305059034,,0,0,0,0,0
2012-06-05T00:00:00.000000000-0400,26.700000762939453,27.760000228881836,25.75,25.8700008392334,2.010000228881836,26.899999618530273,-0.03828991798897097,,0,0,0,0,0
2012-06-06T00:00:00.000000000-0400,26.06999969482422,27.170000076293945,25.520000457763672,26.809999465942383,1.6499996185302734,25.8700008392334,0.036335469509665375,,0,0,0,0,0
2012-06-07T00:00:00.000000000-0400,27.0,27.350000381469727,26.149999618530273,26.309999465942383,1.2000007629394531,26.809999465942383,-0.018649757924656618,,0,0,0,0,0
2012-06-08T00:00:00.000000000-0400,26.549999237060547,27.760000228881836,26.440000534057617,27.100000381469727,1.3199996948242188,26.309999465942383,0.030026641260482823,,0,0,0,0,0
2012-06-11T00:00:00.000000000-0400,27.18000030517578,28.06999969482422,26.84000015258789,27.010000228881836,1.2299995422363281,27.100000381469727,-0.0033210387941333686,,0,0,0,0,0
2012-06-12T00:00:00.000000000-0400,27.479999542236328,27.770000457763672,26.959999084472656,27.399999618530273,0.8100013732910156,27.010000228881836,0.01443907391127719,,0,0,0,0,0
2012-06-13T00:00:00.000000000-0400,27.65999984741211,28.100000381469727,27.100000381469727,27.270000457763672,1.0,27.399999618530273,-0.004744494984543213,,0,0,0,0,0
2012-06-14T00:00:00.000000000-0400,27.649999618530273,28.31999969482422,27.3799991607666,28.290000915527344,0.9400005340576172,27.270000457763672,0.0374037565325116,,0,0,0,0,0
2012-06-15T00:00:00.000000000-0400,28.510000228881836,30.100000381469727,28.350000381469727,30.010000228881836,1.75,28.290000915527344,0.06079884261899937,,0,0,0,0,0
2012-06-18T00:00:00.000000000-0400,29.959999084472656,32.08000183105469,29.40999984741211,31.40999984741211,2.670001983642578,30.010000228881836,0.04665110322734689,-0.17839392562088618,0,0,0,0,0
2012-06-19T00:00:00.000000000-0400,31.540000915527344,32.18000030517578,30.700000762939453,31.90999984741211,1.4799995422363281,31.40999984741211,0.015918497371186557,-0.062297943224568275,0,0,0,0,0
2012-06-20T00:00:00.000000000-0400,31.920000076293945,31.93000030517578,31.149999618530273,31.600000381469727,0.7800006866455078,31.90999984741211,-0.009714806249600305,0.01935485101515244,0,0,0,0,0
2012-06-21T00:00:00.000000000-0400,31.670000076293945,32.5,31.510000228881836,31.84000015258789,0.9899997711181641,31.600000381469727,0.007594929374080017,-0.004999995231628418,0,-1,-1,-1,-1
2012-06-22T00:00:00.000000000-0400,32.40999984741211,33.45000076293945,32.060001373291016,33.04999923706055,1.3899993896484375,31.84000015258789,0.03800248362669412,0.000605524023700843,0,0,0,-1,-1
2012-06-25T00:00:00.000000000-0400,32.86000061035156,33.02000045776367,31.549999237060547,32.060001373291016,1.470001220703125,33.04999923706055,-0.02995455027603755,0.0047007686178686114,0,0,0,-1,-1
2012-06-26T00:00:00.000000000-0400,32.689998626708984,33.439998626708984,32.5,33.099998474121094,0.9399986267089844,32.060001373291016,0.03243908472494628,0.14771145280839892,0,-1,-1,-2,-1
2012-06-27T00:00:00.000000000-0400,32.459999084472656,32.900001525878906,31.899999618530273,32.22999954223633,1.0000019073486328,33.099998474121094,-0.026283956857731106,0.1433131937439236,0,0,0,-2,-1
